lighting_percent,crowd_level,police_proximity_m,open_stores_count,historical_crime_rate,safety_score
72.14,83.19,3263.3,13,6.2,46.2
13.54,53.29,1884.6,19,7.16,27.5
81.95,72.67,2553.3,9,7.35,49.7
66.51,17.61,4535.2,1,1.57,24.1
17.36,36.34,3194.7,13,1.76,40.2
88.62,40.06,2050.9,16,0.24,72.8
92.88,51.02,689.6,4,1.21,66.3
15.5,88.62,1539.4,21,2.32,51.5
34.92,83.69,4893.9,17,6.16,33.1
82.56,17.11,2243.1,2,4.1,35.7
77.34,20.55,2412.0,15,6.47,40.0
26.61,37.19,2543.1,18,4.19,30.2
28.84,31.17,4432.1,17,4.77,20.3
43.34,60.33,3059.2,19,1.03,52.2
53.61,86.25,3499.0,4,6.62,32.6
65.64,91.61,2008.1,7,6.47,52.6
43.2,63.82,242.5,5,2.68,52.7
51.63,80.43,4661.8,14,2.86,49.2
77.27,52.27,4750.7,24,1.95,59.9
13.3,23.75,4750.8,2,6.94,5.0
32.72,52.22,4724.1,8,6.37,26.9
74.2,54.96,4094.7,10,5.22,46.5
90.57,71.82,3454.5,19,2.11,68.7
56.05,24.79,4238.1,23,1.54,44.7
57.89,38.15,3042.7,22,0.52,56.5
19.65,37.76,758.4,13,0.48,54.0
50.27,91.35,2017.0,22,1.67,63.6
57.94,44.96,4859.3,8,0.94,50.9
31.82,72.96,1820.6,9,4.77,45.9
34.23,72.57,4352.4,14,3.11,36.4
43.96,28.9,556.7,17,3.84,47.2
11.81,56.47,1737.5,20,5.09,29.6
38.99,85.49,1819.7,18,5.64,46.4
29.03,47.77,352.9,6,5.54,35.8
39.47,90.06,683.6,18,2.29,61.1
20.78,24.3,1046.5,4,6.9,14.8
90.15,11.67,4205.3,20,7.81,30.5
63.42,85.23,410.7,17,2.75,74.5
71.12,81.29,1563.6,0,0.24,56.7
81.03,94.33,149.9,11,7.65,65.4
54.86,66.15,3508.6,5,7.86,26.4
17.82,89.3,3139.5,12,0.53,52.9
58.34,79.43,3260.4,16,0.14,61.7
62.82,81.0,1934.5,8,6.96,49.8
77.09,56.22,1120.5,20,2.63,69.6
48.85,39.41,3629.6,0,7.78,5.0
21.48,89.11,4074.5,11,1.92,46.1
35.54,43.89,779.1,23,7.33,34.4
42.68,53.49,2485.5,0,0.68,39.3
68.13,45.15,1318.7,3,2.29,49.4
61.37,55.83,923.7,6,8.27,38.6
42.05,47.35,3698.2,19,2.04,44.6
98.79,9.32,2736.7,4,1.22,50.2
64.52,84.38,1159.3,22,7.3,50.1
31.35,45.0,1619.0,19,1.09,51.1
19.16,58.0,4836.6,4,0.92,29.8
23.76,17.53,4258.5,6,2.82,21.2
32.14,5.3,4411.7,16,5.44,20.3
24.46,27.08,2354.1,11,6.07,27.5
26.79,68.41,3156.7,14,7.5,31.3
35.66,13.93,1946.2,2,4.64,10.8
25.6,86.8,480.8,16,3.4,61.6
90.71,24.35,2065.2,13,3.11,59.5
17.22,23.41,3010.5,14,7.21,15.8
57.21,21.34,1507.0,14,6.18,40.4
46.94,6.26,4255.0,14,7.71,14.1
98.41,74.46,840.4,18,8.2,57.8
20.08,83.75,1898.9,10,2.62,55.5
45.81,60.27,712.0,17,4.55,50.0
97.25,21.94,2083.7,20,5.41,49.3
87.9,30.68,294.3,9,1.48,71.4
83.54,47.83,1435.5,20,0.55,72.4
33.21,90.89,2063.6,8,7.39,40.2
25.38,27.26,2443.0,23,4.6,29.5
70.18,70.85,2764.1,2,4.89,43.1
93.64,44.55,1447.5,0,4.76,42.8
60.11,31.81,2662.9,20,6.44,33.2
61.45,46.03,2594.1,10,1.32,55.8
35.2,11.41,1649.3,15,5.26,29.0
79.25,76.88,4168.0,2,4.04,40.0
26.83,26.9,2773.6,20,7.63,16.8
39.13,70.29,1728.1,8,4.46,45.4
48.29,11.15,4742.0,10,8.02,13.5
55.68,90.96,4241.1,16,3.07,53.2
31.82,22.37,4914.7,0,8.22,5.0
20.34,84.45,3491.9,8,7.45,29.6
64.96,77.85,1953.3,2,5.01,44.4
35.98,92.11,1476.2,9,3.07,58.2
62.31,48.01,3350.3,4,3.26,44.4
23.89,70.47,4906.0,24,6.59,29.9
53.3,38.36,3170.9,10,4.98,39.6
57.93,21.59,4419.9,4,3.47,24.4
14.66,44.88,1712.6,11,5.44,31.3
40.29,19.92,2094.1,13,6.26,25.1
22.1,93.38,4540.7,11,0.29,49.3
15.7,13.66,3808.6,18,0.85,25.6
99.1,58.03,4908.9,8,0.89,64.5
39.01,61.38,3896.3,6,2.05,37.5
82.89,53.43,2297.7,15,3.69,62.1
32.92,64.6,2702.2,6,6.85,25.6
71.34,15.46,4512.5,13,3.05,40.9
78.42,54.95,2803.1,7,0.25,68.9
63.61,30.85,1351.4,20,4.16,53.5
52.44,89.62,2234.5,17,8.47,41.1
47.07,73.59,2629.9,24,3.03,54.7
41.4,92.53,573.9,2,8.17,32.7
93.66,8.38,3744.4,1,0.95,42.9
84.76,30.66,635.8,4,1.55,61.7
96.85,22.59,2084.1,7,6.18,51.0
21.19,6.0,4042.6,18,4.31,12.7
75.78,26.81,2391.1,21,6.53,38.8
94.45,66.09,4225.9,8,7.35,50.0
26.31,25.8,1775.2,1,2.21,25.1
15.98,50.81,4792.4,14,5.84,18.3
76.7,84.9,1126.4,7,5.2,61.4
61.7,67.44,287.5,9,7.34,54.0
85.76,40.52,4374.9,6,3.71,38.7
22.58,38.52,3785.8,18,0.54,42.9
81.57,46.02,1236.7,0,4.92,38.1
28.15,20.93,4925.2,21,8.15,5.4
24.73,62.06,2561.2,1,0.22,37.2
24.78,37.77,4760.2,2,2.12,15.5
83.31,81.71,2574.6,13,2.75,69.7
69.87,73.09,2412.2,14,6.53,50.1
57.08,59.95,2300.8,20,2.82,58.1
42.29,37.78,1740.9,13,2.11,50.4
88.95,23.89,2715.1,7,5.55,38.6
45.32,74.85,2317.5,17,0.49,59.4
83.49,48.78,280.1,21,1.53,71.7
49.52,25.23,1376.1,16,3.53,47.2
43.92,22.57,1144.3,6,3.09,42.3
51.64,19.89,4350.4,19,3.02,40.1
37.12,74.94,3034.5,0,1.01,33.0
77.28,25.61,3842.0,8,3.13,51.1
55.24,52.4,4788.4,8,6.8,23.7
30.9,45.64,3255.8,10,3.58,36.7
90.96,57.16,4914.8,18,5.02,49.6
44.55,83.94,1627.6,5,1.47,58.1
58.92,83.1,1012.7,6,0.69,69.0
91.58,45.6,2076.2,14,7.49,49.3
66.18,6.38,2406.9,19,2.88,41.3
20.52,43.38,4487.3,5,3.04,24.5
94.58,59.56,2843.7,8,7.47,51.2
66.49,55.2,1531.7,14,6.05,50.9
40.14,63.62,3738.9,21,6.45,31.6
22.53,18.87,2578.6,22,5.83,20.9
81.46,63.19,894.4,5,0.99,71.3
65.81,21.44,2926.4,6,8.15,27.9
58.01,72.55,4565.8,16,7.74,28.9
90.45,35.52,4228.9,5,2.08,44.5
80.97,68.89,2975.4,8,6.85,50.5
23.65,9.31,1947.7,2,3.54,14.4
38.05,41.71,526.2,13,5.84,41.6
32.36,68.45,2401.3,5,1.49,46.0
76.96,25.42,3785.2,3,4.62,31.3
13.02,76.58,1865.3,15,1.16,51.3
61.29,61.77,1253.7,22,4.6,52.1
78.62,57.88,4663.8,15,2.15,53.5
88.91,36.82,4125.6,22,3.9,49.7
40.79,48.42,3227.6,8,5.71,29.7
83.91,58.76,770.2,3,7.47,42.2
19.96,47.52,810.1,7,1.49,48.1
86.18,67.85,605.8,23,7.6,57.0
21.47,44.03,3119.9,7,3.38,32.4
45.76,23.2,666.3,23,7.19,29.2
81.76,24.25,4228.9,5,4.41,32.0
23.49,5.52,4965.5,7,7.34,5.0
30.63,32.09,1895.1,5,5.67,26.5
75.0,72.4,2323.0,13,4.37,66.7
74.8,76.47,3587.2,13,2.73,58.8
67.7,23.22,4692.0,17,8.24,21.2
72.46,91.31,4481.1,12,6.83,44.3
58.85,50.22,382.2,14,3.3,60.7
32.66,87.53,928.5,2,1.5,47.5
41.11,68.61,3797.5,5,6.65,26.4
26.34,70.02,3475.6,22,8.42,25.4
91.76,12.65,752.8,19,2.44,60.0
62.51,24.8,2560.1,16,7.79,31.4
46.08,5.79,3926.0,19,1.15,32.5
51.58,69.45,1172.0,15,8.1,41.6
95.26,36.0,4369.3,5,6.36,34.1
23.8,75.8,359.6,7,3.01,52.1
62.76,35.5,3932.8,12,2.66,44.9
55.53,78.74,3117.5,12,5.5,45.9
65.03,16.76,1644.5,19,5.09,41.8
11.63,20.6,3632.6,16,7.82,8.0
88.49,35.68,3933.6,20,6.54,42.1
93.89,41.76,4676.1,22,4.64,48.7
60.86,36.38,1902.1,21,7.89,33.4
72.7,73.73,3461.5,2,5.08,40.5
93.02,13.73,3052.8,12,7.24,43.0
73.65,36.61,2673.5,6,7.16,30.3
23.73,80.35,4463.0,19,7.82,23.7
61.87,11.01,115.5,4,0.67,50.2
64.6,89.81,1482.3,10,5.0,64.4
48.17,93.77,2737.6,22,4.03,55.2
76.28,12.97,973.6,17,4.22,51.4
94.09,31.21,4548.5,3,3.96,37.7
93.3,38.52,3273.2,19,7.13,43.3
50.58,74.88,2441.6,21,2.77,62.0
20.19,58.63,4092.0,6,3.99,27.9
98.64,62.99,2309.3,3,1.79,65.1
85.5,73.18,2837.4,9,2.21,68.5
21.22,15.62,113.5,0,5.65,10.7
92.88,79.99,1891.9,16,1.08,83.6
88.29,68.51,780.1,4,1.68,71.2
56.7,56.96,3479.5,16,4.54,40.5
63.21,85.08,2447.2,2,0.47,57.4
45.91,68.03,1578.6,8,1.17,64.1
14.93,23.15,2392.4,2,7.35,5.0
40.17,43.68,1127.2,2,7.21,21.4
82.26,49.46,4632.9,8,3.02,51.8
10.42,9.97,364.5,4,3.02,17.4
40.01,90.92,4340.5,23,7.97,27.6
45.84,16.57,2605.7,9,0.32,51.6
58.37,67.77,3132.8,14,4.97,46.7
92.79,50.56,1582.8,24,5.12,61.4
41.17,7.31,4836.8,11,6.72,13.4
41.23,88.23,1481.1,5,8.09,32.3
76.38,81.67,2985.5,6,3.09,58.0
50.7,52.18,4967.7,6,3.78,33.7
30.21,25.6,4417.4,22,5.74,20.5
50.72,15.95,2728.0,3,8.23,16.1
22.68,37.71,4952.8,12,7.58,9.6
25.87,27.99,3536.7,14,5.7,27.0
54.85,50.6,1122.6,17,7.3,39.2
47.7,91.98,2087.4,17,0.82,70.0
92.34,56.75,1739.0,6,3.27,63.6
42.62,85.09,1785.7,9,0.21,67.9
62.25,63.58,3826.2,15,1.59,56.8
66.9,47.77,2962.9,22,5.4,42.8
11.18,81.91,286.7,22,7.54,39.6
69.72,47.42,4399.5,7,5.42,34.7
26.02,83.18,1554.3,18,5.68,44.8
96.5,31.24,4985.7,10,0.97,60.5
23.38,16.59,4775.5,20,5.68,17.5
47.32,81.98,4708.6,5,3.92,39.9
17.68,57.87,4074.5,23,5.57,26.6
99.72,85.02,1181.0,23,2.84,79.6
55.2,89.4,2709.9,9,4.98,51.0
63.58,9.83,1199.1,18,3.66,43.7
16.04,50.09,1372.4,13,4.79,32.2
77.5,38.75,3093.7,19,1.34,59.8
28.89,61.33,300.1,5,3.42,42.6
90.82,76.42,4850.3,3,3.24,51.2
28.46,30.25,4601.5,19,6.29,15.4
27.16,55.11,1965.8,14,6.03,34.6
13.29,68.79,2625.6,4,7.73,13.5
52.49,17.1,2384.0,15,5.41,30.0
60.84,78.27,4422.8,6,2.74,51.8
15.91,59.55,3474.1,1,6.68,7.8
79.8,90.46,1462.7,12,4.27,72.2
50.8,35.56,2289.5,1,1.73,35.8
57.2,14.73,2201.9,8,6.38,30.3
49.67,50.59,4800.7,19,1.21,44.4
46.07,12.72,959.0,4,1.6,41.2
60.37,92.26,538.9,2,6.47,49.0
23.97,8.48,4415.0,1,6.57,5.0
26.37,72.82,4493.8,13,6.74,28.8
87.56,52.26,4371.5,7,2.56,53.2
95.15,38.18,2603.8,19,7.38,49.9
43.6,10.93,3332.7,11,6.17,21.8
34.37,61.0,2860.5,16,7.11,31.7
67.96,57.67,440.3,15,6.05,54.2
46.79,30.28,3019.6,5,4.97,29.6
12.28,86.92,166.7,5,1.02,57.0
24.05,32.37,1692.4,17,6.07,24.1
74.44,45.48,4668.2,1,5.9,24.6
69.3,53.94,1589.8,7,2.72,66.5
12.44,14.02,4705.2,22,6.28,6.0
29.98,88.89,1325.7,13,4.72,50.5
30.8,38.71,1641.4,1,4.8,23.3
70.47,12.27,3179.2,16,3.19,44.1
11.77,39.86,3832.0,23,1.08,35.0
19.37,59.02,2556.8,15,1.92,50.3
81.99,51.23,4422.4,17,6.56,36.8
26.07,67.51,297.2,20,2.38,54.1
68.75,9.99,4618.8,5,0.12,41.4
31.44,30.61,1061.9,16,8.47,19.9
18.95,78.73,4432.8,17,1.87,40.9
31.89,12.19,2064.2,13,5.61,25.2
75.0,81.99,4180.5,9,7.89,45.3
87.01,13.27,3391.2,3,5.14,31.8
84.72,80.1,962.1,17,6.81,56.9
45.75,37.47,4598.4,10,8.3,15.9
70.13,60.1,1303.0,21,7.33,46.6
28.45,18.76,1296.3,15,4.79,32.1
36.38,10.96,4089.5,3,3.16,12.3
90.67,24.43,618.8,18,4.15,62.2
11.17,16.51,1188.0,5,7.17,8.6
17.7,33.12,2568.0,24,7.27,20.5
28.71,51.29,4169.3,7,7.21,18.5
12.39,57.99,822.7,17,5.12,34.7
26.33,76.09,2783.6,18,4.11,46.9
62.47,64.06,3585.1,17,2.72,58.3
47.93,59.79,4316.9,15,0.13,54.9
90.34,42.06,4684.3,6,6.52,34.9
83.57,47.64,3944.7,24,2.43,53.7
40.76,42.31,3298.9,16,2.87,44.8
33.35,80.79,2224.7,2,7.19,25.3
44.17,25.7,649.3,21,0.54,55.0
63.13,5.51,3577.7,14,7.89,19.5
34.13,63.62,4964.4,3,0.11,36.5
66.17,23.22,3710.1,15,7.99,22.6
46.85,85.11,181.9,13,3.92,61.3
59.68,82.31,2531.7,16,0.96,64.9
49.25,11.91,3111.8,8,5.76,24.6
36.5,14.57,3479.4,6,7.63,8.7
95.36,49.57,3626.7,13,3.78,60.7
78.72,59.83,2834.7,22,5.91,45.2
22.61,29.74,1194.5,11,8.33,22.7
88.16,69.51,4716.8,16,2.12,62.7
53.87,58.54,3513.7,8,6.99,37.9
90.51,34.23,1260.5,11,2.58,66.9
81.99,7.28,1679.4,11,3.68,49.8
48.27,72.51,4617.4,7,2.47,43.0
12.02,24.33,4448.7,9,3.85,22.0
34.18,80.1,2085.2,11,0.14,64.6
58.75,42.83,287.7,4,2.65,49.4
67.01,56.94,337.6,19,3.84,65.6
33.21,83.57,1491.2,0,5.41,26.3
22.54,82.73,3182.7,8,5.45,36.7
85.14,38.44,2962.6,14,5.0,48.2
98.6,23.8,3205.8,23,2.56,60.3
57.31,74.76,3614.7,1,8.06,15.6
25.45,43.98,193.3,3,3.39,33.9
34.51,22.28,614.9,3,1.92,34.0
11.66,86.4,1861.5,22,4.76,42.4
92.29,22.83,858.8,2,6.39,38.4
20.6,7.32,469.1,15,0.2,43.1
61.89,6.83,3240.7,7,2.42,40.6
34.66,61.01,4095.1,6,7.03,17.0
59.88,64.55,3787.9,11,4.36,53.3
68.63,32.99,4103.5,11,3.53,42.0
84.68,33.8,3362.7,3,7.92,27.6
28.58,35.55,3703.2,14,0.85,41.7
10.99,66.21,1431.7,24,5.27,37.0
22.32,10.23,4965.7,5,2.97,9.1
91.0,88.62,997.5,2,0.69,75.1
88.65,25.03,1151.0,6,1.9,61.2
63.77,94.97,1515.7,21,5.37,62.6
64.05,20.44,4879.1,23,0.34,46.6
69.85,74.44,4942.6,20,5.07,45.9
25.78,25.11,3995.0,5,8.14,5.0
92.3,12.28,3182.4,0,6.78,18.5
47.69,83.74,2648.3,7,3.0,52.8
44.48,82.29,4856.0,0,1.26,30.2
56.7,41.32,3508.6,15,4.01,42.5
14.23,68.22,4729.2,2,3.4,17.3
24.97,55.14,1651.1,1,8.26,10.3
76.42,81.77,1735.5,5,8.41,43.0
17.45,33.36,4288.2,7,3.55,23.6
64.28,52.13,834.3,23,1.35,68.2
32.08,48.68,4735.0,6,7.75,12.6
45.04,36.85,2586.6,6,6.77,26.4
35.98,85.23,4639.4,23,4.39,43.5
42.01,19.93,1750.3,20,3.17,38.0
74.71,18.46,3608.2,18,3.86,41.8
36.74,56.92,2466.1,17,7.68,31.4
60.98,64.17,3171.3,2,1.65,39.2
52.84,22.52,2571.4,10,6.88,33.9
69.73,40.16,4838.9,10,0.25,55.0
94.31,90.19,3491.3,2,7.83,42.0
75.93,27.2,1331.5,22,4.3,56.3
29.34,65.15,4557.4,0,2.0,22.6
12.81,71.61,1540.7,22,0.12,49.1
33.6,45.33,1920.9,21,4.8,39.1
63.56,89.38,600.4,9,2.15,75.3
14.63,71.3,4509.8,1,5.4,5.2
54.67,46.21,1501.9,16,2.46,50.7
63.72,56.24,1368.7,8,0.84,69.3
40.08,67.34,4609.3,17,4.34,33.5
79.38,58.3,4047.1,19,4.84,55.4
19.59,84.08,791.3,8,3.9,51.8
16.76,37.12,3869.7,24,3.95,29.9
75.54,31.99,4573.9,10,5.05,38.5
54.59,24.25,484.7,16,4.52,49.7
71.96,8.4,4143.6,13,1.21,46.6
49.13,8.87,2782.4,17,1.76,45.2
32.18,83.3,3379.1,17,1.29,47.9
83.72,66.06,2515.0,11,5.92,57.7
81.95,64.45,3519.2,17,4.54,56.8
72.52,60.32,267.1,7,3.71,63.4
34.49,81.43,3837.3,7,6.81,29.5
63.12,48.22,263.4,7,2.84,59.8
42.49,83.34,2331.0,19,4.87,50.2
18.24,37.35,839.7,14,0.73,53.5
92.56,88.4,4135.5,7,6.35,51.6
22.31,67.88,1636.9,13,5.94,32.3
95.52,28.15,2325.1,12,6.84,54.7
50.14,55.77,2200.9,22,7.53,38.3
26.66,52.97,3885.3,7,6.47,20.7
58.77,17.41,2457.6,16,7.19,33.5
88.57,58.21,3965.9,18,3.0,62.0
75.9,33.33,460.2,5,2.98,56.6
82.59,9.71,1038.8,16,8.03,37.6
69.29,90.38,2802.5,3,7.78,37.9
72.3,62.73,4740.7,24,4.71,48.8
86.43,83.92,466.3,6,3.18,68.1
32.47,65.85,311.1,16,7.37,41.4
54.05,37.13,867.1,21,2.82,55.8
29.91,51.14,3241.7,21,1.39,46.2
98.89,65.82,2055.1,17,5.47,63.8
94.97,91.42,4145.2,5,0.46,74.0
13.55,27.83,452.5,9,3.28,37.8
73.5,83.75,1062.4,17,6.88,58.3
93.27,88.17,1570.1,23,2.58,80.3
26.25,65.34,3171.0,6,7.92,19.6
61.12,88.81,3457.3,13,8.13,37.2
92.39,40.81,708.6,21,6.95,56.0
13.06,90.77,4724.6,13,8.4,19.7
72.77,68.25,1771.1,9,4.56,58.4
36.76,8.78,3594.5,21,4.88,23.2
93.2,86.62,2668.6,24,7.12,49.1
97.4,48.6,1191.5,8,4.24,70.3
94.98,46.43,4246.5,9,3.52,58.3
52.68,55.98,4109.4,1,5.26,16.1
87.58,18.44,2040.8,2,5.62,30.4
86.01,47.22,2984.2,15,6.41,51.9
38.72,79.8,1363.3,9,5.71,44.6
84.6,6.39,3480.3,22,6.36,36.4
13.33,29.56,1614.2,10,5.77,23.9
63.66,5.22,4236.0,9,4.14,33.4
30.7,42.41,1165.2,11,1.23,52.5
20.85,70.55,172.5,13,6.7,40.0
16.93,76.89,1415.7,8,0.36,59.4
72.67,90.07,1036.2,12,8.44,52.8
40.59,59.77,2590.6,5,7.06,21.2
75.23,27.92,1098.1,10,5.74,46.1
15.88,88.17,3839.6,0,8.22,5.0
38.38,74.78,1282.7,14,5.24,43.8
58.55,56.7,3564.1,6,0.57,54.5
81.17,67.61,2934.5,10,4.8,56.3
38.69,88.19,4932.6,16,2.43,48.4
66.33,69.12,4999.5,4,3.2,40.8
89.74,38.15,4360.7,8,3.96,51.9
65.43,69.17,3823.9,15,6.61,43.0
30.97,8.63,1993.6,10,4.32,26.9
12.2,39.78,3791.1,24,4.09,26.5
88.31,41.57,4787.7,16,2.64,53.6
11.91,20.02,214.6,5,4.63,31.2
88.72,7.08,2735.8,14,2.19,54.3
57.6,17.0,1168.2,2,2.29,37.9
94.52,63.92,2833.6,8,6.46,54.8
81.89,77.21,2385.6,11,2.98,68.1
99.81,93.94,2921.3,18,0.53,84.8
41.56,36.17,2799.7,17,2.99,40.6
79.05,58.94,4804.5,15,5.46,44.6
46.17,89.34,2805.7,7,6.94,42.4
53.19,20.03,4246.5,18,8.18,16.7
66.48,69.59,1667.1,4,6.37,44.2
88.63,72.95,2246.7,11,3.7,69.5
98.57,13.01,2405.0,5,2.61,48.8
79.14,82.51,1465.8,11,1.19,75.4
47.6,78.18,1961.0,14,5.37,50.9
47.92,8.01,3032.7,9,4.38,29.5
76.38,13.2,2942.9,16,5.79,34.9
31.49,9.42,3218.5,6,2.09,33.3
19.94,35.13,1823.9,6,2.82,30.7
41.92,50.84,1647.6,20,2.55,47.3
35.85,52.91,3096.9,24,6.8,27.2
36.67,29.09,751.0,10,1.54,52.4
31.02,87.04,1339.9,1,5.21,31.7
13.79,38.14,306.4,20,0.53,56.9
11.61,9.1,455.8,1,4.72,8.2
98.9,32.02,1292.6,13,0.64,75.9
48.5,52.8,195.7,17,1.58,67.3
44.59,41.74,1302.5,15,1.05,55.2
71.17,29.65,3309.4,10,3.01,50.7
29.64,16.82,399.4,8,2.99,37.0
95.5,78.72,2240.0,6,7.04,59.8
80.77,94.65,4574.2,3,2.0,57.1
18.05,34.66,3977.3,15,0.83,34.1
47.58,39.35,1596.6,13,5.17,44.5
89.12,60.62,4631.5,10,5.87,51.2
95.03,69.66,1715.3,7,2.58,68.4
52.07,40.28,455.3,10,5.16,46.6
65.21,86.44,4970.9,19,6.62,45.4
25.03,55.4,4363.1,16,3.02,34.8
99.21,45.54,2383.1,18,4.51,62.1
30.85,63.2,3365.2,9,1.33,48.7
94.85,90.75,3389.0,11,0.3,84.0
68.47,76.51,1053.0,0,8.34,31.2
64.7,8.6,1080.2,1,2.62,34.1
56.14,34.91,2400.9,17,2.44,43.9
30.76,47.35,4566.7,6,8.28,12.3
25.89,33.31,149.0,15,6.22,37.2
29.84,68.02,3934.3,12,5.02,30.4
26.78,79.36,381.9,3,5.97,30.8
80.16,70.82,2443.3,9,6.06,56.3
41.51,94.04,3225.6,8,6.51,42.9
15.21,29.53,3465.1,17,0.66,30.6
97.22,83.75,386.5,8,3.57,78.5
89.54,74.0,2151.2,21,2.58,73.1
93.5,37.6,2960.8,9,0.69,69.9
99.54,71.07,423.6,7,3.57,74.2
25.65,14.37,762.0,22,5.28,30.6
45.66,76.04,3351.9,10,1.6,53.3
78.24,52.91,2656.0,12,2.66,64.6
72.64,31.31,893.0,23,5.47,51.1
23.85,64.02,2722.7,12,4.97,34.1
83.42,62.75,4572.2,15,7.4,37.2
30.2,23.85,176.4,12,6.75,28.4
30.14,7.74,3248.9,24,8.21,16.2
58.33,44.03,460.9,11,5.12,51.1
63.36,56.26,131.6,14,5.97,53.6
62.21,83.89,838.2,15,7.33,53.1
18.23,88.54,2172.2,7,7.16,30.4
88.97,52.59,4031.5,5,6.14,38.9
33.9,72.84,1480.7,23,4.3,49.2
21.66,44.54,3165.8,7,2.39,35.2
89.99,72.15,2114.7,1,7.47,33.6
96.01,23.43,1248.2,17,6.62,54.0
87.59,38.4,2619.8,10,7.14,43.1
82.86,62.08,4007.6,16,1.28,62.0
68.97,6.63,4179.2,9,2.74,37.4
59.58,70.02,4247.9,1,3.67,27.9
17.83,80.2,1758.9,22,7.14,35.1
46.76,40.92,3987.9,18,7.6,26.7
43.54,45.31,1139.7,19,2.49,51.1
33.38,81.62,3718.3,19,5.87,31.2
75.11,74.81,4747.1,19,0.75,60.3
54.63,30.93,167.3,1,3.54,34.9
17.29,34.16,2257.8,5,4.19,19.7
29.82,66.1,3274.1,16,6.53,29.2
71.49,55.69,3538.7,11,7.59,36.6
16.85,19.6,962.8,4,2.93,26.6
86.61,32.89,4863.7,1,4.53,21.4
54.56,86.0,3114.8,8,5.54,50.5
53.25,66.94,905.3,1,2.86,49.2
63.32,93.74,200.6,21,8.38,59.8
84.22,74.03,3938.0,19,7.46,44.4
41.3,89.78,490.6,13,2.59,67.9
71.02,24.46,791.1,21,4.37,54.2
60.92,74.43,2916.7,14,2.04,61.0
34.03,6.82,3057.2,1,4.42,8.9
89.08,65.37,3465.7,17,5.84,55.3
81.77,47.24,2028.2,11,0.82,72.1
69.26,36.21,3892.1,6,7.41,24.4
86.55,82.62,4874.4,15,5.09,55.9
88.06,81.88,1428.4,18,8.41,61.1
73.75,7.01,3544.8,2,0.31,39.9
85.33,59.86,4649.5,14,7.08,46.0
72.77,38.1,3462.8,14,6.75,29.8
71.21,42.41,3437.4,6,1.22,54.3
65.68,79.88,1196.5,7,2.92,66.3
77.74,32.89,2722.1,6,7.53,36.3
24.27,89.87,2856.4,2,4.46,25.6
89.28,21.17,3530.6,18,3.47,48.8
88.47,64.65,4984.4,22,7.71,42.9
12.63,65.49,264.9,18,0.88,53.5
84.32,27.7,419.6,17,4.07,61.2
21.6,34.23,482.0,6,5.58,29.6
40.16,80.13,3740.6,18,5.21,40.3
76.92,73.56,768.1,4,2.32,65.8
24.47,34.62,3150.0,22,4.83,24.4
83.62,53.06,1690.9,12,6.05,52.2
84.89,10.55,2340.9,1,5.01,27.5
55.67,23.79,1156.7,23,5.85,36.7
10.57,48.72,4343.9,17,2.25,34.3
35.83,12.74,2972.1,3,7.1,5.0
65.52,80.9,4728.4,3,3.88,40.5
98.31,69.62,2915.5,7,8.39,45.6
66.86,89.93,707.1,10,0.3,84.1
33.38,67.41,937.3,0,3.29,28.4
67.06,89.64,4946.5,8,1.62,64.7
58.6,54.91,3655.3,5,4.77,38.8
80.19,59.02,341.5,3,2.14,59.8
19.63,92.93,3548.5,5,6.29,23.9
78.49,62.79,2119.6,12,7.51,49.8
58.71,7.77,1605.3,21,1.87,44.9
96.67,70.14,854.9,8,1.45,83.0
40.77,86.49,4215.5,13,7.45,30.5
66.94,76.6,412.8,11,3.13,69.2
93.88,57.54,1520.2,3,3.75,53.6
19.23,65.42,1601.3,7,1.96,44.9
94.35,94.12,888.4,16,3.67,85.3
71.91,13.16,2590.1,21,2.04,53.3
16.11,65.05,157.3,4,5.69,26.9
37.09,30.51,1574.8,2,4.29,21.7
73.74,62.61,4674.8,3,6.72,29.3
16.06,59.69,1621.6,7,2.73,44.9
62.4,18.81,1866.3,15,4.35,39.7
41.13,23.61,2418.5,10,2.28,44.7
65.88,60.95,2852.3,1,7.95,22.4
14.12,16.54,4062.7,7,4.48,8.8
88.44,28.87,1032.6,6,1.56,62.4
97.61,80.17,4371.6,0,2.39,47.9
97.2,34.44,3812.0,1,0.8,47.2
77.47,48.93,3641.0,22,0.33,59.7
21.71,89.7,525.3,12,4.52,49.8
78.24,25.44,206.0,10,2.93,60.8
12.21,40.07,3010.7,2,8.2,5.0
11.99,59.58,4329.4,1,1.54,17.3
39.12,72.98,2963.8,15,6.77,36.0
53.98,86.15,1144.9,0,2.75,47.1
79.34,87.39,543.5,6,1.98,80.8
71.5,74.9,3528.0,2,8.24,28.4
50.13,25.55,3636.7,21,6.84,29.4
34.63,7.23,945.4,15,5.4,29.8
99.74,39.54,238.1,23,5.96,60.0
48.36,17.74,2100.6,5,8.43,18.4
50.62,68.93,2955.3,13,5.08,45.3
24.73,64.5,3559.4,22,0.96,49.4
81.53,8.96,4068.7,10,0.64,49.6
72.43,80.29,3091.6,21,5.7,55.1
29.87,27.39,643.3,22,5.62,34.5
17.41,43.9,3444.7,20,6.38,19.6
71.24,65.11,4922.5,24,1.01,56.9
68.91,43.65,4537.4,18,8.04,30.2
34.59,44.72,4371.2,21,4.73,31.6
