rapid_accelerations,hard_brakes,sharp_turns,night_hours_driving,driver_safety_rating
3,6,9,6.2,25.3
5,4,1,0.2,62.6
5,10,0,1.5,37.8
1,8,0,0.4,63.1
8,6,4,3.3,26.0
3,10,3,1.6,38.2
5,11,0,2.1,35.1
9,13,2,4.0,10.0
11,11,9,4.1,10.0
4,7,7,1.7,33.6
2,6,3,6.8,43.7
2,11,4,2.7,30.0
7,8,4,3.0,22.1
4,8,1,7.2,32.3
11,13,2,3.4,10.0
6,0,1,1.7,70.1
0,1,0,0.7,96.5
11,5,7,5.3,11.4
11,7,5,1.5,13.0
5,11,9,6.4,10.0
6,3,1,7.1,43.4
11,8,8,4.1,10.0
9,1,7,4.7,28.9
11,5,6,0.6,25.2
6,13,6,5.3,10.0
5,7,9,7.3,10.0
7,1,1,0.0,68.5
3,0,5,1.7,69.2
5,6,9,2.6,23.9
5,9,3,6.5,19.3
1,8,3,0.9,49.5
4,7,7,3.5,27.2
5,7,7,1.5,28.6
4,14,6,7.3,10.0
6,6,9,1.7,24.7
7,7,1,2.5,37.9
6,7,5,4.4,25.3
1,3,8,0.6,61.2
7,2,8,3.4,32.9
5,11,6,2.5,15.2
4,3,1,7.0,53.7
10,14,7,6.4,10.0
9,12,7,7.4,10.0
5,7,8,2.2,25.4
7,11,8,6.5,10.0
5,6,2,6.6,41.5
6,4,5,0.9,47.2
10,1,2,4.0,43.3
5,8,1,7.8,28.2
6,9,0,6.6,22.1
8,5,3,5.3,29.2
10,1,1,4.1,46.0
9,10,4,5.7,10.0
8,0,5,6.4,42.4
9,5,7,4.0,18.2
6,10,9,5.9,10.0
1,13,5,1.2,25.5
11,2,8,3.2,25.1
6,2,3,0.4,58.9
6,11,3,6.1,10.4
9,9,3,1.7,23.1
2,8,9,1.3,31.9
2,11,6,3.5,20.9
3,10,9,4.3,13.0
11,6,9,1.3,10.0
4,2,3,2.9,60.3
2,5,3,4.6,53.8
2,10,3,0.7,40.8
11,7,6,2.5,11.6
9,2,9,2.1,26.7
1,4,9,5.8,36.8
7,4,6,1.3,37.8
8,13,7,4.0,10.0
3,10,6,2.6,27.1
11,12,5,5.8,10.0
1,0,1,7.7,74.0
9,10,8,6.9,10.0
6,12,7,4.1,10.0
2,4,5,6.8,42.0
9,9,7,5.7,10.0
3,1,4,1.5,67.7
6,8,3,5.5,23.6
2,5,3,4.7,52.9
7,10,0,1.6,31.5
7,1,6,7.8,34.8
10,10,9,6.5,10.0
2,9,6,6.2,26.7
5,5,4,7.8,30.3
7,14,9,7.9,10.0
8,10,4,3.8,10.2
4,4,2,4.0,55.5
8,4,4,6.8,29.6
5,13,5,5.1,10.0
7,7,0,0.6,46.0
11,0,3,5.5,38.9
4,3,8,3.8,40.9
3,7,9,0.5,33.3
5,4,1,7.3,47.0
6,9,6,1.9,19.9
10,13,7,7.6,10.0
3,14,3,4.0,12.1
1,2,6,5.2,58.3
0,2,4,2.1,71.8
3,0,0,7.9,70.1
3,12,9,0.4,12.7
6,11,4,6.9,10.0
3,11,9,0.5,16.5
10,3,7,7.3,15.2
7,6,3,7.3,22.4
0,6,2,2.9,62.0
10,11,7,4.8,10.0
0,13,1,6.8,30.7
0,7,1,2.5,64.2
4,14,5,1.0,10.0
2,14,4,7.3,10.0
3,4,2,0.6,66.1
9,12,2,1.1,10.0
1,3,4,1.4,65.3
4,2,9,4.9,38.5
4,14,8,2.5,10.0
4,10,6,4.5,15.5
4,5,5,6.2,33.1
10,10,3,4.8,10.0
0,9,2,7.3,37.3
11,4,9,0.8,19.7
3,10,6,7.4,12.3
10,14,7,3.9,10.0
5,12,3,0.5,25.4
11,11,1,7.1,10.0
7,4,6,0.9,39.9
9,3,2,5.4,37.1
7,13,1,2.3,15.3
11,8,4,0.8,15.1
5,7,8,6.7,11.6
6,12,2,3.4,16.7
0,9,0,5.0,49.6
6,7,0,5.6,35.7
3,4,6,4.4,46.9
0,14,0,6.2,27.5
7,12,4,4.0,10.0
10,10,6,3.3,10.0
9,14,2,6.0,10.0
6,0,8,1.7,49.8
11,2,1,7.5,29.4
9,7,5,2.4,16.6
11,11,6,0.3,10.0
7,0,0,4.3,64.3
0,8,1,2.4,57.4
7,5,4,1.3,38.4
10,14,8,6.3,10.0
10,0,2,4.7,51.9
9,12,8,4.7,10.0
0,10,9,4.1,23.1
10,11,6,5.2,10.0
9,7,6,7.4,10.0
8,4,7,2.6,27.7
6,6,1,5.1,39.0
7,1,0,6.3,56.9
9,9,1,1.6,24.0
4,9,1,5.9,35.1
5,6,3,3.1,41.6
3,2,1,6.7,58.6
11,14,4,2.4,10.0
8,4,8,5.5,16.6
10,8,2,4.1,15.3
7,4,9,6.0,18.2
1,4,1,6.5,64.0
6,8,3,1.0,36.8
10,14,7,2.1,10.0
6,1,4,2.1,55.7
11,5,0,0.4,43.8
6,8,1,7.7,26.4
2,1,6,4.5,59.8
1,12,6,1.8,27.8
0,13,0,4.5,33.8
7,13,0,6.6,10.0
0,1,3,1.3,83.3
1,0,4,5.2,73.2
5,14,8,1.2,10.0
11,3,5,6.8,19.3
6,1,6,1.9,51.3
6,10,1,4.8,20.7
9,7,1,0.1,35.5
1,14,7,0.0,19.1
7,4,4,5.5,35.4
2,0,2,0.5,87.3
1,6,1,1.7,64.4
1,8,2,7.5,39.4
0,3,7,5.2,52.3
10,1,1,2.1,52.8
0,12,6,5.4,19.5
11,12,7,7.9,10.0
6,1,9,3.5,38.0
8,12,9,4.1,10.0
5,6,6,4.3,32.7
7,14,5,1.3,10.0
11,10,7,4.3,10.0
11,9,7,5.0,10.0
2,2,7,3.9,54.0
11,5,7,3.7,11.2
1,10,7,1.8,28.4
1,8,6,4.6,36.2
0,12,2,4.4,35.9
6,12,3,7.4,10.0
8,5,5,2.9,31.4
2,6,9,5.6,24.4
3,3,3,6.3,53.5
1,14,4,6.3,13.0
7,12,8,4.5,10.0
8,13,1,5.0,10.0
4,6,3,6.4,38.6
2,9,2,0.2,48.5
11,14,5,1.7,10.0
10,10,0,4.2,16.7
11,1,8,5.8,20.3
11,7,6,1.4,13.9
10,12,3,7.0,10.0
0,14,8,4.1,10.0
0,1,8,3.0,67.2
3,4,5,1.2,57.1
1,3,3,4.5,63.3
3,13,5,6.3,10.0
8,3,7,2.5,31.4
2,13,6,4.0,12.5
11,5,1,1.4,31.9
0,13,1,2.1,41.0
0,14,1,5.5,23.7
11,4,6,7.7,10.0
3,1,4,4.9,63.8
8,14,5,5.1,10.0
2,2,8,7.0,42.4
3,4,5,1.5,52.3
3,3,8,6.5,35.9
9,5,8,6.9,10.0
3,5,6,5.5,39.4
3,8,2,0.3,51.9
10,12,2,7.4,10.0
10,14,8,4.7,10.0
3,14,0,1.8,28.8
3,0,1,3.9,80.0
4,8,4,4.5,27.9
6,10,4,0.6,26.7
1,3,0,4.7,70.1
3,13,2,5.0,19.8
10,12,8,6.4,10.0
6,8,5,7.4,12.9
11,11,0,3.7,10.0
8,7,8,2.2,10.1
4,5,8,5.4,29.2
4,3,4,1.2,59.4
7,11,6,0.8,13.3
9,3,1,6.3,39.5
6,3,8,6.9,26.2
2,3,8,6.5,38.7
11,1,8,7.1,16.9
1,9,0,2.2,53.0
5,11,0,5.0,26.7
10,1,4,4.9,34.5
4,4,1,0.4,71.0
8,10,4,0.2,20.8
11,5,4,7.0,10.0
7,14,2,0.1,12.2
10,9,0,5.8,14.7
2,1,5,3.4,64.8
11,0,0,0.3,59.8
6,2,3,6.8,45.1
9,11,0,3.1,17.3
11,14,1,5.9,10.0
10,3,4,4.0,29.2
11,3,9,7.0,10.0
1,12,3,4.0,25.2
5,8,0,6.0,34.8
0,5,3,4.8,54.7
8,2,2,6.3,39.1
1,9,8,0.9,31.0
6,8,1,2.8,35.9
3,13,6,2.9,10.2
4,1,0,0.9,76.4
2,14,3,7.2,12.2
1,7,4,2.1,51.2
10,4,3,6.2,23.9
0,14,2,3.9,25.8
6,8,4,7.1,15.8
11,6,8,5.8,10.0
9,8,5,6.1,10.0
10,9,6,3.9,10.0
8,13,7,3.1,10.0
9,0,7,3.7,39.0
10,7,9,3.9,10.0
11,2,4,0.5,40.3
9,7,2,0.9,35.3
0,1,8,2.3,67.2
9,11,7,3.3,10.0
9,12,4,0.5,10.1
3,1,9,3.8,53.4
5,3,6,4.6,38.6
9,9,2,7.7,10.0
0,13,1,0.8,41.8
9,4,9,6.5,10.0
4,11,1,5.9,27.0
5,9,6,6.0,11.8
7,1,4,6.8,46.8
10,2,4,7.7,25.0
2,4,6,5.1,44.6
9,14,7,7.1,10.0
3,2,4,1.0,69.6
5,2,5,1.9,54.7
10,3,6,3.0,24.2
10,12,9,0.6,10.0
10,4,6,1.8,27.8
6,2,8,7.8,27.4
7,0,1,5.9,55.7
9,14,6,5.8,10.0
7,11,2,4.3,18.3
2,14,1,1.8,27.2
0,2,9,1.0,60.5
3,4,6,4.2,46.9
1,10,5,5.3,27.3
9,5,8,4.5,13.7
2,7,4,3.7,45.6
9,6,2,0.2,38.3
6,13,6,4.8,10.0
0,1,5,4.2,70.4
4,4,8,2.3,41.3
9,2,2,6.4,39.1
10,11,3,5.5,10.0
9,10,4,7.8,10.0
1,7,7,4.0,39.0
11,0,4,0.5,53.2
6,2,3,7.4,39.5
3,6,9,3.7,25.9
4,6,0,8.0,40.7
10,7,1,4.0,24.7
4,3,4,3.4,52.0
7,13,3,0.6,16.5
1,12,7,1.0,23.2
4,0,2,0.9,78.8
3,10,1,5.1,36.4
0,10,1,4.3,44.0
0,14,5,7.9,10.0
7,0,9,3.5,40.8
1,0,4,1.3,81.4
9,12,8,2.3,10.0
9,6,3,6.4,18.4
6,0,5,6.6,46.6
5,9,8,0.9,19.4
4,14,1,7.9,11.6
6,4,3,2.8,46.5
11,12,1,2.9,10.0
6,10,4,2.3,19.5
11,11,0,6.1,10.0
0,7,3,7.5,39.9
4,14,4,5.7,10.0
11,1,8,0.8,34.4
9,3,4,6.2,30.7
7,5,5,6.2,24.9
8,14,7,5.2,10.0
11,6,2,1.5,32.4
5,13,9,4.0,10.0
7,4,3,0.3,45.7
7,7,4,2.0,27.6
11,9,6,5.4,10.0
3,14,4,2.9,15.4
8,2,4,1.3,48.9
2,6,8,0.9,40.6
4,11,5,6.1,12.9
0,10,3,2.3,45.8
5,6,5,7.7,19.7
9,1,9,5.9,22.4
8,0,2,2.8,56.1
5,1,5,2.7,56.0
7,9,8,1.1,12.8
1,10,2,5.7,36.2
0,2,0,4.0,85.0
6,11,8,6.6,10.0
1,6,2,2.2,60.0
3,14,7,2.7,10.0
2,0,8,3.8,57.1
5,9,1,5.7,29.1
2,0,4,6.9,64.3
0,8,3,7.6,36.9
7,4,4,0.4,49.5
10,8,3,6.8,10.0
11,7,3,1.0,20.7
2,8,2,7.9,34.8
4,10,1,0.4,43.2
1,8,7,2.5,32.9
1,4,2,8.0,53.1
9,9,9,2.0,10.0
3,8,1,6.8,38.7
6,11,7,6.7,10.0
3,11,7,2.1,19.5
10,0,4,4.0,38.8
1,1,1,0.6,90.8
2,13,9,1.1,10.7
4,3,7,2.9,46.5
0,13,3,7.2,20.2
5,11,4,5.3,12.5
4,6,8,4.8,25.6
5,10,5,7.6,11.3
5,3,3,6.2,47.6
7,6,9,8.0,10.0
10,11,7,3.7,10.0
8,8,0,1.5,33.4
5,8,5,3.4,22.7
11,9,8,3.4,10.0
8,1,7,6.2,32.3
4,3,5,2.1,53.4
10,1,7,4.2,28.9
1,7,1,3.2,53.7
2,9,5,3.6,35.8
4,5,1,0.8,59.6
5,4,7,4.5,31.9
8,13,7,5.1,10.0
11,10,1,0.4,14.9
5,6,5,1.0,42.9
0,2,8,0.6,69.6
1,12,4,1.6,32.9
5,14,8,0.6,10.0
10,6,3,3.3,27.5
6,7,6,2.1,31.3
8,4,3,5.9,30.1
2,1,7,7.4,49.7
7,6,4,4.2,28.2
5,11,8,2.9,10.0
0,13,1,4.5,36.8
0,12,8,1.2,26.2
9,7,0,6.4,24.5
0,14,7,4.4,13.9
3,9,4,0.2,41.8
2,0,6,4.0,63.2
4,10,5,5.0,22.7
5,5,9,1.2,32.2
3,12,1,3.1,32.9
11,14,9,2.2,10.0
0,6,9,3.9,39.8
3,12,0,3.8,31.8
6,4,6,7.0,27.6
5,14,9,7.1,10.0
11,2,4,2.2,34.8
11,12,7,5.9,10.0
0,1,3,1.1,85.0
2,10,6,3.0,29.2
10,10,8,3.0,10.0
9,11,1,6.8,10.0
10,4,7,0.6,24.5
7,7,9,4.1,10.7
11,9,7,3.5,10.0
9,5,5,4.8,20.7
1,4,2,7.0,58.9
0,9,7,0.6,40.5
9,8,1,7.8,16.1
0,12,2,5.3,31.3
6,2,1,6.1,53.9
6,7,2,3.2,39.7
9,11,6,7.5,10.0
0,7,7,2.7,45.8
4,12,8,6.2,10.0
7,7,0,6.6,29.6
8,2,9,5.5,29.3
7,10,9,6.1,10.0
9,3,1,1.2,53.2
7,8,4,0.9,27.8
4,14,6,4.5,10.0
2,0,0,2.7,85.5
10,2,6,6.9,23.0
1,6,0,1.8,65.1
4,0,0,5.3,75.5
6,4,2,2.0,50.1
0,1,7,1.4,75.4
1,6,0,1.5,68.4
2,7,5,2.3,47.0
5,8,8,6.6,10.0
4,6,9,8.0,14.4
2,1,8,4.2,53.6
11,9,4,1.0,11.6
11,2,2,6.4,32.1
0,8,2,1.0,59.9
0,14,4,2.0,29.4
8,9,6,7.6,10.0
7,8,4,1.7,28.8
4,2,3,4.6,58.4
8,12,0,7.2,10.0
5,2,5,5.7,46.2
10,1,2,6.2,39.0
1,2,6,2.0,69.2
3,14,5,6.7,10.0
0,8,4,2.4,51.8
5,4,7,4.1,34.5
0,12,8,3.8,15.4
7,4,9,3.9,18.9
1,12,5,6.5,18.2
1,5,5,3.4,58.1
0,5,7,6.7,41.6
6,7,3,7.3,24.5
9,14,7,7.0,10.0
8,12,2,7.3,10.0
11,5,1,1.6,34.0
10,7,7,6.1,10.0
7,11,8,3.6,10.0
1,14,3,6.4,16.6
5,10,4,3.1,24.0
3,8,2,4.8,40.8
3,4,3,0.9,60.9
9,1,5,4.1,40.8
3,11,2,2.3,36.7
0,4,2,3.9,67.3
8,2,7,6.3,26.4
1,9,0,2.3,51.0
0,5,6,6.4,41.0
9,4,3,6.5,24.2
5,9,3,6.9,18.9
5,2,8,0.7,48.8
1,11,4,0.0,41.9
11,6,4,5.1,10.0
1,12,0,0.4,46.7
5,5,7,3.3,30.3
2,4,5,7.2,44.0
10,8,1,2.1,23.8
3,10,4,2.1,31.8
9,14,4,4.7,10.0
6,0,9,7.9,31.2
4,3,4,0.8,55.4
0,14,4,7.7,13.8
6,5,2,5.1,40.7
4,13,2,6.1,16.5
1,0,4,1.4,79.7
5,8,9,4.8,10.3
3,12,4,1.2,25.3
3,9,6,3.9,26.3
4,14,9,3.4,10.0
0,0,2,6.0,78.6
9,4,9,2.9,17.1
9,14,0,0.6,11.0
7,9,4,7.6,10.0
4,13,4,1.2,22.3
5,0,0,3.1,72.9
0,8,3,4.2,48.3
0,0,6,7.1,67.1
7,13,9,0.8,10.0
9,2,5,5.4,30.6
8,0,3,3.4,55.4
4,0,0,6.3,72.3
11,7,4,7.0,10.0
11,5,8,1.7,14.2
8,10,8,4.9,10.0
3,14,5,4.2,10.0
3,6,0,4.6,53.7
4,2,5,6.8,45.7
1,3,7,2.4,59.0
4,12,4,2.4,19.9
0,9,7,5.7,27.2
8,1,7,4.0,41.1
9,14,2,4.8,10.0
6,4,9,6.2,18.8
11,0,2,3.0,48.7
8,9,0,2.5,32.3
1,6,1,3.3,59.4
5,13,6,0.2,10.0
7,1,6,6.6,39.3
1,10,9,3.1,22.1
4,6,6,3.3,37.6
1,11,9,6.3,11.0
4,11,7,1.6,17.0
6,13,0,1.2,22.2
10,7,8,7.3,10.0
0,6,1,7.4,54.2
11,3,7,6.4,10.0
0,7,5,1.2,56.6
0,14,7,6.6,10.0
11,10,7,7.5,10.0
11,8,4,6.8,10.0
4,2,6,3.2,52.4
11,1,0,0.7,53.9
4,9,9,3.1,17.1
9,4,8,0.0,24.9
0,13,3,4.2,30.4
8,3,6,0.1,43.3
9,7,7,4.5,10.0
7,9,1,3.6,25.1
11,10,4,2.7,10.0
5,5,8,2.4,30.0
1,5,1,6.6,58.7
5,2,2,4.1,62.1
7,4,8,2.3,27.8
4,4,1,5.5,56.4
2,6,1,4.8,54.0
8,6,9,2.5,10.8
8,7,4,7.9,14.1
0,12,7,6.2,18.0
6,4,5,5.5,36.1
4,12,0,0.8,38.5
11,12,2,1.1,10.0
0,12,9,4.6,16.5
8,4,0,7.3,35.8
6,12,4,3.7,13.0
4,4,3,1.1,56.9
3,3,0,4.3,70.1
0,5,0,7.5,60.8
4,14,8,4.6,10.0
7,9,6,6.7,10.0
8,12,1,6.9,10.0
7,6,0,1.7,47.5
1,2,6,4.3,60.8
5,10,4,0.6,29.5
6,1,8,1.1,50.8
7,2,4,3.2,46.7
6,12,8,0.5,10.0
9,6,8,1.0,16.5
0,12,2,1.8,39.4
4,13,1,5.7,16.0
4,12,4,0.9,24.4
11,1,9,6.2,16.5
2,1,2,4.5,73.6
5,11,8,7.9,10.0
5,13,4,0.6,15.9
7,12,9,6.4,10.0
4,5,4,3.8,44.6
0,8,5,0.3,54.9
2,14,3,6.7,11.0
8,2,0,4.2,54.5
6,3,2,3.4,50.3
4,4,3,5.2,47.4
10,10,2,3.1,11.8
0,8,9,3.7,30.9
11,6,7,2.6,10.0
3,0,6,2.2,64.2
7,4,3,3.6,42.7
0,4,2,3.5,68.3
7,13,4,0.8,10.0
5,13,6,2.2,10.0
10,14,4,1.2,10.0
10,7,7,2.6,10.0
9,4,0,4.1,45.9
1,10,2,4.5,41.3
6,5,9,6.6,19.1
1,2,0,3.9,81.9
0,3,8,1.6,60.0
10,13,1,3.7,10.0
6,1,4,7.6,45.9
7,5,2,6.9,35.7
10,13,6,5.7,10.0
6,8,2,3.2,35.4
8,14,4,2.2,10.0
6,6,1,3.7,43.1
6,6,1,5.3,35.9
3,4,8,7.1,32.5
1,9,2,7.6,33.8
8,6,6,6.2,14.2
3,0,8,5.1,51.7
8,13,3,0.5,10.0
1,9,1,5.1,44.4
3,1,2,6.0,63.7
4,6,7,6.7,23.0
5,13,9,3.5,10.0
6,6,0,0.2,53.7
5,1,6,1.3,55.7
3,13,7,3.0,10.0
5,2,0,5.5,63.5
2,11,8,4.1,13.9
0,2,0,5.2,81.8
7,9,3,4.6,22.5
3,14,9,7.5,10.0
8,2,2,6.3,41.2
0,6,6,6.5,43.3
0,12,2,5.6,31.2
6,12,5,0.7,14.8
2,12,6,7.8,10.0
11,4,9,0.6,11.0
10,9,7,2.9,10.0
9,0,7,6.5,32.1
11,14,9,2.5,10.0
5,3,1,5.1,52.8
11,8,1,7.2,10.0
10,11,7,6.5,10.0
3,8,8,4.5,23.1
2,7,4,4.1,43.9
7,13,2,1.7,14.3
5,6,6,4.8,29.4
0,12,2,5.5,30.6
5,6,3,4.9,35.5
1,5,5,1.9,56.4
8,12,9,6.9,10.0
0,7,9,4.3,33.0
6,10,8,0.8,14.3
2,14,9,1.2,10.0
4,2,8,6.9,35.0
10,9,6,2.5,10.0
11,11,8,4.5,10.0
2,6,0,3.7,62.3
1,11,8,4.1,19.1
3,9,1,5.7,40.1
11,12,8,6.1,10.0
7,2,9,7.8,21.0
6,9,6,5.6,10.0
7,12,8,2.5,10.0
1,0,0,5.2,83.0
8,9,4,4.7,10.0
3,9,2,4.3,39.1
3,4,5,0.1,57.2
7,5,6,6.5,24.7
8,7,5,7.5,12.2
1,8,6,2.2,42.7
3,10,5,0.5,34.5
0,6,4,1.4,61.9
9,1,9,8.0,16.9
9,9,0,5.1,20.1
4,5,5,3.0,45.6
11,1,2,2.2,49.1
3,10,1,7.9,25.4
0,10,2,1.5,48.3
8,0,0,1.5,68.2
7,8,4,3.5,28.4
0,11,0,2.9,49.6
10,3,4,1.3,39.0
2,10,4,5.8,27.5
4,13,6,7.8,10.0
10,1,8,1.9,30.8
11,10,4,4.8,10.0
6,3,0,1.9,60.2
4,6,8,3.9,29.0
7,5,6,6.4,22.1
1,3,1,3.9,71.6
6,4,5,6.6,32.5
4,11,6,4.6,13.7
8,8,6,7.9,10.0
7,12,0,4.3,15.6
11,13,9,5.9,10.0
7,4,3,1.7,46.6
11,9,5,1.8,10.0
0,7,9,2.9,36.3
0,11,4,1.8,39.4
10,11,9,0.1,10.0
3,4,5,1.7,55.0
2,2,7,3.9,54.6
3,14,9,5.3,10.0
5,8,2,4.4,33.4
1,14,1,1.5,30.0
3,14,5,1.0,15.9
3,11,6,6.6,10.5
6,10,9,6.2,10.0
1,3,8,1.9,54.7
6,10,7,4.2,10.0
9,8,9,5.4,10.0
7,0,8,5.6,35.4
1,8,5,3.6,39.0
7,0,3,3.8,54.5
9,7,8,3.9,10.0
4,1,0,4.5,72.0
3,12,1,3.7,28.4
4,3,1,3.9,58.9
9,11,7,6.6,10.0
1,13,4,1.6,29.0
5,5,0,3.7,53.0
4,2,8,5.5,44.2
4,13,6,4.4,10.0
7,9,8,2.4,10.7
4,13,2,0.8,23.6
4,11,1,5.3,24.9
8,5,5,5.7,24.9
6,8,0,0.5,45.0
8,11,5,5.8,10.0
11,10,5,6.6,10.0
7,3,3,7.2,37.8
4,2,1,7.9,50.6
8,0,2,4.7,57.8
5,2,4,7.9,44.0
8,11,3,4.4,10.0
3,6,4,5.4,41.8
6,3,6,5.5,36.3
8,10,2,5.9,13.6
11,9,3,6.2,10.0
11,10,4,4.5,10.0
11,11,1,6.2,10.0
1,8,1,2.0,53.6
0,6,9,4.1,40.6
5,2,6,1.4,52.1
3,8,3,3.4,42.5
0,6,3,3.1,58.1
9,11,4,0.2,10.9
6,3,7,2.2,41.8
1,4,7,5.6,44.7
11,3,2,3.6,33.8
3,7,5,7.4,28.5
5,2,1,3.2,61.7
5,10,5,3.7,20.1
11,12,5,6.2,10.0
6,10,4,0.7,24.2
7,7,8,7.4,10.0
2,1,1,4.0,75.0
0,13,1,5.9,30.7
11,3,0,5.7,36.5
5,11,8,2.5,10.0
5,14,0,8.0,10.0
9,4,8,0.3,32.4
6,3,0,7.4,48.5
1,1,4,0.8,78.8
5,3,3,2.5,56.4
2,10,2,7.2,28.6
11,5,7,1.7,14.1
10,3,4,0.5,42.3
6,1,6,5.8,44.0
4,13,5,2.3,14.7
8,10,8,3.2,10.0
7,2,5,3.6,44.7
4,13,7,5.4,10.0
10,14,9,5.9,10.0
2,7,5,2.7,43.7
9,1,1,7.2,43.1
0,14,8,1.7,16.0
9,4,6,6.1,15.2
0,12,6,5.8,21.4
3,6,9,4.2,31.1
2,3,8,7.8,42.8
6,8,4,3.7,25.2
8,14,5,6.9,10.0
7,2,2,0.5,62.5
9,7,6,3.2,16.0
6,6,5,1.7,33.7
7,1,7,6.9,31.7
7,14,8,3.4,10.0
10,9,1,4.2,16.4
1,10,8,5.3,20.2
3,1,7,3.2,55.7
5,6,7,2.9,29.5
1,4,1,2.7,69.2
8,12,7,6.2,10.0
9,5,7,7.9,10.0
1,2,7,2.6,60.8
11,4,2,5.4,25.1
5,10,0,7.0,26.0
0,13,9,7.9,10.0
1,3,8,4.6,50.2
7,0,9,1.5,46.6
11,9,6,4.4,10.0
5,1,7,5.2,46.7
1,13,7,3.8,14.7
7,7,8,2.5,18.6
0,9,9,2.5,29.0
4,5,2,6.4,45.5
9,9,0,7.7,13.5
1,8,1,5.5,47.3
4,9,7,3.6,21.6
5,6,9,2.5,25.9
9,10,1,1.3,27.7
5,1,7,2.4,49.4
5,0,4,0.1,69.5
9,8,0,2.7,24.2
9,12,4,1.4,10.0
10,1,8,0.2,35.2
0,10,8,1.0,31.7
0,12,4,7.2,21.6
9,8,2,2.2,28.0
4,3,8,4.3,35.0
1,14,8,2.0,11.9
8,3,1,5.2,44.6
8,8,7,1.3,15.5
11,8,7,3.6,10.0
1,1,9,1.8,59.3
4,1,6,4.4,51.3
1,1,4,0.8,79.0
7,8,5,4.7,13.7
0,2,6,5.8,59.8
3,14,3,3.6,18.3
0,0,2,7.6,75.1
6,1,7,1.7,49.7
6,6,0,0.8,55.0
1,0,5,0.7,81.0
7,10,2,2.7,24.2
6,5,4,1.2,41.6
7,5,4,0.1,44.2
2,6,5,1.8,48.2
7,0,2,1.9,63.3
2,7,2,1.0,54.6
0,7,8,3.1,38.9
10,14,4,7.7,10.0
3,1,5,7.3,57.0
1,13,3,0.2,38.7
4,8,6,6.6,21.3
9,2,0,1.8,57.2
4,11,4,4.3,20.6
8,5,5,3.7,27.3
7,2,6,7.9,29.6
2,3,4,4.8,59.9
0,12,7,5.0,16.7
11,6,4,7.5,10.0
9,2,1,1.3,54.9
10,2,5,3.9,32.1
9,0,5,1.0,48.7
10,5,9,0.9,15.6
5,14,0,5.7,11.1
11,0,9,4.8,25.2
0,1,2,0.9,88.0
7,0,8,4.2,42.0
4,10,3,7.6,19.2
10,13,7,1.1,10.0
8,8,4,1.3,24.1
10,4,2,5.4,29.2
2,7,1,1.8,56.8
7,8,5,6.1,18.2
7,11,0,7.4,12.4
0,0,7,0.1,77.7
9,5,9,2.6,17.4
1,7,4,4.7,43.6
1,14,2,4.1,22.1
6,5,1,4.4,44.8
4,6,8,5.5,24.7
5,2,3,6.5,49.4
3,7,5,2.2,42.9
11,13,9,6.0,10.0
3,12,5,0.6,24.3
5,0,0,5.6,65.6
2,14,9,6.7,10.0
5,5,3,7.5,38.6
6,4,4,5.1,40.1
6,7,1,2.5,42.8
8,3,5,5.2,31.0
4,10,0,1.4,42.4
8,14,3,5.6,10.0
2,4,5,7.0,43.2
2,5,7,7.6,32.0
5,5,5,1.5,42.7
3,6,9,4.9,25.8
1,4,6,7.9,40.5
6,8,2,5.0,28.9
3,5,0,7.5,52.9
8,12,8,3.5,10.0
3,3,8,6.3,35.6
9,10,2,0.7,20.5
10,11,1,1.7,14.5
3,0,9,0.9,55.0
0,11,2,0.5,51.3
4,2,5,3.6,54.1
10,8,0,6.8,14.5
11,2,9,2.2,21.1
7,4,2,1.9,48.6
8,12,3,6.1,10.0
1,14,5,2.1,19.0
0,0,9,4.9,60.4
8,2,8,1.3,36.1
2,5,3,3.2,57.3
2,8,7,4.4,28.1
7,7,7,8.0,10.0
11,13,6,6.8,10.0
11,10,8,0.1,10.0
7,7,3,5.1,24.8
8,7,1,5.2,28.2
11,4,6,4.4,15.3
10,6,3,0.2,31.3
10,8,4,2.2,12.0
3,13,1,1.6,28.0
9,3,8,0.3,32.2
11,12,9,7.1,10.0
8,3,0,4.7,47.8
2,1,3,2.1,74.4
2,8,4,7.1,30.5
11,13,3,6.8,10.0
8,14,5,1.8,10.0
0,14,1,1.9,37.0
0,2,5,1.4,76.1
9,4,7,1.5,29.8
3,4,9,5.9,33.2
1,12,3,1.9,32.6
4,8,7,6.6,20.0
5,3,7,7.7,29.9
1,10,7,0.4,36.8
0,10,1,4.2,46.8
2,10,7,0.3,32.2
5,9,4,2.6,31.4
0,2,3,7.5,63.1
11,13,6,2.9,10.0
3,13,9,5.5,10.0
7,0,5,4.3,46.0
8,9,4,4.7,14.2
8,11,4,8.0,10.0
6,12,7,6.6,10.0
6,3,0,7.4,51.7
3,1,4,5.3,56.9
6,6,7,3.2,25.6
1,7,5,3.0,45.2
7,1,8,7.8,30.9
1,12,8,2.4,19.9
3,11,6,1.5,24.7
0,9,5,1.0,46.5
0,3,5,4.4,60.4
6,0,3,5.7,54.9
11,11,7,3.9,10.0
11,0,7,7.2,24.0
9,14,1,5.9,10.0
11,6,8,1.4,10.4
8,13,2,7.6,10.0
0,1,4,5.2,71.4
11,7,1,1.4,24.8
4,11,8,3.5,10.3
0,11,2,3.7,42.6
6,9,9,5.0,10.0
5,8,8,7.6,10.0
